Category,Title,URL,Icon
Phone,Reconomy,http://tel:+4416366407441,phone.png
HR,Holiday,https://selecthr.accessacloud.com/HR20650/SelectHR/Absence/AbsenceCalendar.aspx?M=7377ff89-4da5-4b56-b1a4-1a58f2f948ee#/,https://identity.accessacloud.com/favicon.ico
HR,SelectHR,"https://identity.accessacloud.com/auth/signin?returnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Daccess.cloud.platform%26response_type%3Did_token%2520code%26scope%3Dopenid%2520email%2520policy%2520offline_access%2520access.cloud.document%2520access.cloud.document.admin%2520profile%26redirect_uri%3Dhttps%253A%252F%252Fgo.accessacloud.com%252Fidentity%252Fcallback%26state%3DSignIn-2043919021c24a4d8c6df0816586b44f%26nonce%3DuSWlejHpq_Y0Pz8s1EtodumX7JPy_Bx07VIES87rMuA%26acr_values%3Dtenant%253Athe-scouts%26response_mode%3Dform_post%26code_challenge%3DwiBjXPNjBpraywxXAvy1TD_f3hZ-QYx3oC7rLa8knHc%26code_challenge_method%3DS256",https://identity.accessacloud.com/favicon.ico
HR,Learning,https://go.accessacloud.com/o/the-scouts,https://identity.accessacloud.com/favicon.ico
HR,Return To Work,https://thescouts.sharepoint.com/sites/PeopleCulture/SitePages/Health%20and%20Wellbeing.aspx#sickness-absence,https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
HR,People Files,https://thescouts.sharepoint.com/teams/scoutadventuresintranet/SitePages/Staff-Files1.aspx,SAexplorer.jpg
Tools,Github!,https://github.com/jennyy8s-youlbury/jen-homepage/blob/main/links.csv,https://www.google.com/s2/favicons?domain=github.com&sz=64
Apps & Portals,Amazon Approval,https://www.amazon.co.uk/ab/approvals/purchase/pending/,https://www.google.com/s2/favicons?domain=amazon.co.uk&sz=64
Apps & Portals,Daily Activities,https://app.cinolla.com/rota/assignstaffresources,https://www.google.com/s2/favicons?domain=app.cinolla.com&sz=64
Apps & Portals,Staff Rota,https://app.cinolla.com/v2/rota#/,https://www.google.com/s2/favicons?domain=app.cinolla.com&sz=64
Apps & Portals,Cinolla Catering,https://app.cinolla.com/v2/reporting/catering/centrecatering,https://www.google.com/s2/favicons?domain=app.cinolla.com&sz=64
Apps & Portals,YB Planner,"https://planner.cloud.microsoft/webui/plan/bBCYNebuaU6BbfyiaM2--JYABJ0N/view/board?tid=798642fb-cd3d-4af4-96b7-c61aa42e9c94&userObjectId=d1387404-4675-4ce2-bca1-e98ac3a0c5d9&PlannerRouteHint=798642fb-cd3d-4af4-96b7-c61aa42e9c94",https://www.google.com/s2/favicons?domain=planner.cloud.microsoft&sz=64
Apps & Portals,Facilities Planner,"https://planner.cloud.microsoft/webui/plan/jYSJl3j4rk6C5lBzAhoamZYAE0LB/view/board/task/_zZbLmTq6UO5i_xS7gnKK5YAMiUu?tid=798642fb-cd3d-4af4-96b7-c61aa42e9c94",https://www.google.com/s2/favicons?domain=planner.cloud.microsoft&sz=64
Apps & Portals,Gemini,https://gemini.google.com/app,https://www.google.com/s2/favicons?domain=gemini.google.com&sz=64
Apps & Portals,SA Intranet,https://thescouts.sharepoint.com/teams/scoutadventuresintranet,"https://thescouts.sharepoint.com/teams/scoutadventuresintranet/_api/siteiconmanager/getsitelogo?type=%271%27&hash=637675066733788399"
Apps & Portals,Intranet,"https://thescouts.sharepoint.com/sites/ScoutAdventuresHub?CT=1778680864493&OR=OWA-NT-Mail&CID=f2e57017-917a-3db2-9b12-2696d11f9a0f",https://thescouts.sharepoint.com/sites/ScoutAdventuresHub/SiteAssets/__sitelogo__navigationlogo.png
Apps & Portals,Github Home,https://github.com/jennyy8s-youlbury/jen-homepage/blob/main/index.html,https://www.google.com/s2/favicons?domain=github.com&sz=64
Apps & Portals,ipos,https://scouts-ipos.sapphire-cloud.net/iPOS/UI/Home.aspx,https://scouts-ipos.sapphire-cloud.net/iPOS/UI/Images/iPOS.ico
Apps & Portals,Invoices,https://thescouts.servicedeskplus.uk/app/financedesk/HomePage.do,https://servicedeskplus.uk/favicon.ico
Apps & Portals,Talos Recruitment,https://talos360.com/applicants/list/unassessed/926558,"https://talos360.com/favicon.ico?v=2"
Apps & Portals,Adaptive Insights,https://login.adaptiveinsights.com/app,https://www.google.com/s2/favicons?domain=adaptiveinsights.com&sz=64
